Id,Pred
2016_1403_1451,0.5
2016_1403_1452,0.5
2016_1403_1453,0.5
2016_1403_1455,0.5
2016_1403_1458,0.5
2016_1403_1462,0.5
2016_1403_1463,0.5
2016_1409_1421,0.5
2016_1409_1423,0.5
2016_1409_1425,0.5
2016_1409_1428,0.5
2016_1409_1433,0.5
2016_1409_1435,0.5
2016_1409_1437,0.5
2016_1409_1438,0.5
2016_1409_1451,0.5
2016_1409_1452,0.5
2016_1409_1453,0.5
2016_1409_1455,0.5
2016_1409_1458,0.5
2016_1409_1462,0.5
2016_1409_1463,0.5
2016_1421_1423,0.5
2016_1421_1425,0.5
2016_1421_1428,0.5
2016_1421_1433,0.5
2016_1421_1435,0.5
2016_1421_1437,0.5
2016_1421_1438,0.5
2016_1421_1451,0.5
2016_1421_1452,0.5
2016_1421_1453,0.5
2016_1421_1455,0.5
2016_1421_1458,0.5
2016_1421_1462,0.5
2016_1421_1463,0.5
2016_1423_1425,0.5
2016_1423_1428,0.5
2016_1423_1433,0.5
2016_1423_1435,0.5
2016_1423_1437,0.5
2016_1423_1438,0.5
2016_1423_1451,0.5
2016_1423_1452,0.5
2016_1423_1453,0.5
2016_1423_1455,0.5
2016_1423_1458,0.5
2016_1423_1462,0.5
2016_1423_1463,0.5
2016_1425_1428,0.5
2016_1425_1433,0.5
2016_1425_1435,0.5
2016_1425_1437,0.5
2016_1425_1438,0.5
2016_1425_1451,0.5
2016_1425_1452,0.5
2016_1425_1453,0.5
2016_1425_1455,0.5
2016_1425_1458,0.5
2016_1425_1462,0.5
2016_1425_1463,0.5
2016_1428_1433,0.5
2016_1428_1435,0.5
2016_1428_1437,0.5
2016_1428_1438,0.5
2016_1428_1451,0.5
2016_1428_1452,0.5
2016_1428_1453,0.5
2016_1428_1455,0.5
2016_1428_1458,0.5
2016_1428_1462,0.5
2016_1428_1463,0.5
2016_1433_1435,0.5
2016_1433_1437,0.5
2016_1433_1438,0.5
2016_1433_1451,0.5
2016_1433_1452,0.5
2016_1433_1453,0.5
2016_1433_1455,0.5
2016_1433_1458,0.5
2016_1433_1462,0.5
2016_1433_1463,0.5
2016_1435_1437,0.5
2016_1435_1438,0.5
2016_1435_1451,0.5
2016_1435_1452,0.5
2016_1435_1453,0.5
2016_1435_1455,0.5
2016_1435_1458,0.5
2016_1435_1462,0.5
2016_1435_1463,0.5
2016_1437_1438,0.5
2016_1437_1451,0.5
2016_1437_1452,0.5
2016_1437_1453,0.5
2016_1437_1455,0.5
2016_1437_1458,0.5
2016_1437_1462,0.5
2016_1437_1463,0.5
2016_1438_1451,0.5
2016_1438_1452,0.5
2016_1438_1453,0.5
2016_1438_1455,0.5
2016_1438_1458,0.5
2016_1438_1462,0.5
2016_1438_1463,0.5
2016_1451_1452,0.5
2016_1451_1453,0.5
2016_1451_1455,0.5
2016_1451_1458,0.5
2016_1451_1462,0.5
2016_1451_1463,0.5
2016_1452_1453,0.5
2016_1452_1455,0.5
2016_1452_1458,0.5
2016_1452_1462,0.5
2016_1452_1463,0.5
2016_1453_1455,0.5
2016_1453_1458,0.5
2016_1453_1462,0.5
2016_1453_1463,0.5
2016_1455_1458,0.5
2016_1455_1462,0.5
2016_1455_1463,0.5
2016_1458_1462,0.5
2016_1458_1463,0.5
2016_1462_1463,0.5
